ProductID,CategoryID,ProductName,UnitPrice,UnitCost,LaunchDate,IsActive
77,6,Northstar Daily Hair Dryer,18.57,12.99,2024-04-18,Yes
78,6,Northstar Daily Grooming Kit,172.53,108.69,2021-02-11,No
79,6,Northstar Radiant Skin Care Set,94.49,49.00,2025-05-13,Yes
80,6,Northstar Radiant Hair Dryer,167.10,87.03,2021-08-16,Yes
81,6,Northstar Radiant Grooming Kit,128.56,64.43,2026-01-26,Yes
82,6,Northstar Essential Skin Care Set,113.18,78.78,2024-12-31,Yes
83,6,Northstar Essential Hair Dryer,154.88,71.80,2022-08-14,Yes
84,6,Northstar Essential Grooming Kit,18.00,10.97,2021-09-24,Yes
85,6,Northstar Premium Skin Care Set,69.17,36.41,2021-04-02,Yes
86,6,Northstar Premium Hair Dryer,170.39,81.19,2025-04-26,Yes
87,6,Northstar Premium Grooming Kit,67.51,32.59,2021-04-03,Yes
88,6,Northstar Refreshing Skin Care Set,96.75,50.15,2022-02-12,Yes
89,6,Northstar Refreshing Hair Dryer,155.80,107.89,2025-02-23,No
90,6,Northstar Refreshing Grooming Kit,17.80,9.49,2025-08-26,Yes
91,7,Northstar Comfort Pet Bed,96.70,58.65,2023-01-19,Yes
92,7,Northstar Comfort Feeding Set,93.24,44.76,2025-06-03,Yes
93,7,Northstar Comfort Toy Pack,137.21,86.30,2021-09-10,Yes
94,7,Northstar Durable Pet Bed,124.95,68.74,2024-04-06,Yes
95,7,Northstar Durable Feeding Set,21.89,15.32,2025-10-12,Yes
96,7,Northstar Durable Toy Pack,106.09,66.53,2022-09-14,Yes
97,7,Northstar Interactive Pet Bed,156.79,83.53,2025-09-25,Yes
98,7,Northstar Interactive Feeding Set,99.45,48.65,2025-03-18,Yes
99,7,Northstar Interactive Toy Pack,44.40,23.07,2022-02-03,Yes
100,7,Northstar Travel Pet Bed,128.16,89.40,2021-09-24,Yes
101,7,Northstar Travel Feeding Set,88.43,56.08,2025-05-14,Yes
102,7,Northstar Travel Toy Pack,119.30,81.33,2025-04-14,Yes
103,7,Northstar Premium Pet Bed,71.11,34.70,2022-04-23,Yes
104,7,Northstar Premium Feeding Set,137.16,69.35,2025-04-12,Yes
105,7,Northstar Premium Toy Pack,122.59,69.84,2022-01-05,Yes
106,8,Northstar Creative Board Game,32.58,18.80,2025-10-22,Yes
107,8,Northstar Creative Building Set,98.18,50.74,2026-04-27,Yes
108,8,Northstar Creative Activity Kit,80.05,47.32,2021-09-18,Yes
109,8,Northstar Family Board Game,88.36,45.37,2021-08-03,Yes
110,8,Northstar Family Building Set,63.02,39.59,2023-08-07,Yes
111,8,Northstar Family Activity Kit,101.07,61.51,2022-02-18,Yes
112,8,Northstar Classic Board Game,70.70,42.18,2021-12-10,Yes
113,8,Northstar Classic Building Set,104.50,71.31,2021-09-19,Yes
114,8,Northstar Classic Activity Kit,112.16,66.81,2024-10-04,Yes
115,8,Northstar Educational Board Game,53.55,32.52,2024-03-26,Yes
116,8,Northstar Educational Building Set,122.21,67.66,2022-12-30,No
117,8,Northstar Educational Activity Kit,15.89,9.38,2024-08-30,Yes
118,8,Northstar Adventure Board Game,111.68,75.87,2021-06-27,Yes
119,8,Northstar Adventure Building Set,107.82,48.61,2022-09-16,Yes
120,8,Northstar Adventure Activity Kit,53.06,27.91,2021-10-14,Yes
